Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10316926 , 477829s , Conda Crowdinvesting Austria ... , Kleine und mittlere Unternehmen , Wien , Public-Relations-Beratung , Bürgschaft , Behebung einer beträchtlichen... ," 125,000 EUR "," 125,000 EUR ", 29/06/2020 , Austria Wirtschaftsservice GmbH (AWS) , 07/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10318504 , 27843x ," Condor - Speditions -, Transp... ", Kleine und mittlere Unternehmen , Salzburg , Erbringung von sonstigen Dien... , Bürgschaft , Behebung einer beträchtlichen... ," 500,000 EUR "," 500,000 EUR ", 29/06/2020 , Austria Wirtschaftsservice GmbH (AWS) , 07/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10320917 , 273013s , Confiserie Wenschitz GmbH , Kleine und mittlere Unternehmen , Oberösterreich , Herstellung von Süßwaren (ohn... , Bürgschaft , Behebung einer beträchtlichen... ," 300,000 EUR "," 300,000 EUR ", 02/11/2020 , Austria Wirtschaftsservice GmbH (AWS) , 07/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10323247 , ATU62069727 , Congress Center Villach GmbH , Kleine und mittlere Unternehmen , Kärnten ," Messe-, Ausstellungs- und Kon... ", Zuschuss , Behebung einer beträchtlichen... , ," 123,059.02 EUR ", 21/12/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10320817 , ATU61948049 , Congress Hotel Villach Betrie... , Kleine und mittlere Unternehmen , Kärnten ," Hotels, Gasthöfe und Pensionen ", Zuschuss , Behebung einer beträchtlichen... , ," 499,018 EUR ", 11/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 07/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10325160 , 519157t , Connected Media GmbH , Kleine und mittlere Unternehmen , Salzburg , Großhandel mit Foto- und opti... , Bürgschaft , Behebung einer beträchtlichen... ," 150,000 EUR "," 150,000 EUR ", 18/05/2020 , Austria Wirtschaftsservice GmbH (AWS) , 09/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10324346 , ATU58126904 , Conrad Electronic GmbH & Co G... , Kleine und mittlere Unternehmen , Steiermark , Einzelhandel mit Geräten der ... , Zuschuss , Behebung einer beträchtlichen... , ," 101,938.66 EUR ", 10/12/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10322908 , ATU58130702 , Conrad Electronic GmbH & Co V... , Kleine und mittlere Unternehmen , Niederösterreich , Einzelhandel mit Geräten der ... , Zuschuss , Behebung einer beträchtlichen... , ," 128,398.99 EUR ", 15/12/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10324188 , ATU66754559 , Conrad Electronic GmbH & Co W... , Kleine und mittlere Unternehmen , Wien , Einzelhandel mit Geräten der ... , Zuschuss , Behebung einer beträchtlichen... , ," 110,372.83 EUR ", 10/12/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10323923 , ATU58139357 , Conrad Electronic GmbH & Co W... , Kleine und mittlere Unternehmen , Wien , Einzelhandel mit Geräten der ... , Zuschuss , Behebung einer beträchtlichen... , ," 131,818.24 EUR ", 10/12/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10324216 , ATU61313858 , Conrad Electronic Linz GmbH , Kleine und mittlere Unternehmen , Oberösterreich , Einzelhandel mit Geräten der ... , Zuschuss , Behebung einer beträchtlichen... , ," 109,045.39 EUR ", 10/12/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10323294 , ATU43520409 , Consul Reisen Günther Gausch ... , Kleine und mittlere Unternehmen , Oberösterreich , Reisebüros , Zuschuss , Behebung einer beträchtlichen... , ," 140,708.86 EUR ", 05/12/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10316679 , 253084h , Consultatia GmbH , Kleine und mittlere Unternehmen , Wien , Werbeagenturen , Bürgschaft , Behebung einer beträchtlichen... ," 180,000 EUR "," 180,000 EUR ", 17/06/2020 , Austria Wirtschaftsservice GmbH (AWS) , 07/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10326700 , 238840k , Context Type & Sign Pink GmbH , Kleine und mittlere Unternehmen , Kärnten , Drucken a. n. g. , Bürgschaft , Behebung einer beträchtlichen... ," 150,000 EUR "," 150,000 EUR ", 22/04/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10335468 , 444694m , Controller Institut GmbH , Kleine und mittlere Unternehmen , Wien , Unternehmensberatung , Bürgschaft , Behebung einer beträchtlichen... ," 150,000 EUR "," 150,000 EUR ", 13/08/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10323194 , ATU67314756 , Conventive OG , Kleine und mittlere Unternehmen , Niederösterreich , Reisebüros , Zuschuss , Behebung einer beträchtlichen... , ," 120,242.75 EUR ", 18/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10326907 , 467450b , Conversory Digital Studio GmbH , Kleine und mittlere Unternehmen , Steiermark , Werbeagenturen , Bürgschaft , Behebung einer beträchtlichen... ," 120,000 EUR "," 120,000 EUR ", 22/04/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10335942 , 503598k , Cook Music Management GmbH , Kleine und mittlere Unternehmen , Steiermark ," Sonstige freiberufliche, wiss... ", Bürgschaft , Behebung einer beträchtlichen... ," 190,000 EUR "," 190,000 EUR ", 30/10/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Austrian scheme for... en , SA.56981 , TM-10319960 , 333772t , Cooltours GmbH , Kleine und mittlere Unternehmen , Steiermark ," Reisebüros, Reiseveranstalter... ", Bürgschaft , Behebung einer beträchtlichen... ," 1,350,000 EUR "," 1,350,000 EUR ", 18/05/2020 , Österreichische Hotel- und Tourismusbank (ÖHT) , 07/05/2021 
Österreich, Covid-19 Startup Hilfsfonds en , SA.57312 , TM-10239925 , 441689v , Coown Technologies GmbH , Kleine und mittlere Unternehmen , Wien , Erbringung von sonstigen Dien... , Zuschuss/Zinszuschuss , Beihilfen für Unternehmensneu... , ," 622,202 EUR ", 25/08/2020 , Austria Wirtschaftsservice GmbH (AWS) , 21/12/2020 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10317106 , ATU58045733 , Cop-Jansa Vesna , Kleine und mittlere Unternehmen , Niederösterreich , Güterbeförderung im Straßenve... , Bürgschaft , Behebung einer beträchtlichen... ," 246,000 EUR "," 246,000 EUR ", 25/06/2020 , Austria Wirtschaftsservice GmbH (AWS) , 07/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10323487 , ATU70999039 , Corso GmbH , Kleine und mittlere Unternehmen , Tirol ," Restaurants, Gaststätten, Imb... ", Zuschuss , Behebung einer beträchtlichen... , ," 142,079.66 EUR ", 11/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10316941 , 387550b , CosmeticExpress GmbH , Kleine und mittlere Unternehmen , Wien , Einzelhandel mit kosmetischen... , Bürgschaft , Behebung einer beträchtlichen... ," 150,000 EUR "," 150,000 EUR ", 04/06/2020 , Austria Wirtschaftsservice GmbH (AWS) , 07/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10324512 , ATU72278037 , Cottagebistro GmbH , Kleine und mittlere Unternehmen , Wien ," Restaurants, Gaststätten, Imb... ", Zuschuss , Behebung einer beträchtlichen... , ," 131,981.38 EUR ", 10/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19; Compensation Scheme... , SA.57291 , TM-10314551 , ATU21554805 , Country Line GmbH , Kleine und mittlere Unternehmen , Salzburg , Großhandel mit Bekleidung und... , Zuschuss , Ausgleich für Schäden aufgrun... , ," 130,819.64 EUR ", 29/09/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 06/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10323646 , ATU72521149 , Craigher GmbH , Kleine und mittlere Unternehmen , Kärnten ," Restaurants, Gaststätten, Imb... ", Zuschuss , Behebung einer beträchtlichen... , ," 117,479.61 EUR ", 21/12/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10325399 , 459941i , Crate.io AT GmbH , Kleine und mittlere Unternehmen , Vorarlberg , Programmierungstätigkeiten , Bürgschaft , Behebung einer beträchtlichen... ," 900,000 EUR "," 900,000 EUR ", 05/05/2020 , Austria Wirtschaftsservice GmbH (AWS) , 09/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10327055 , 459941i , Crate.io AT GmbH , Kleine und mittlere Unternehmen , Vorarlberg , Programmierungstätigkeiten , Bürgschaft , Behebung einer beträchtlichen... ," 500,000 EUR "," 500,000 EUR ", 30/04/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10335672 , 461959b , CrazyHills GmbH , Kleine und mittlere Unternehmen , Wien , Unternehmensberatung , Bürgschaft , Behebung einer beträchtlichen... ," 150,000 EUR "," 150,000 EUR ", 25/08/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10327332 , 216856g , Creativ Fashion Handels GmbH , Kleine und mittlere Unternehmen , Wien , Sonstiger Einzelhandel in Ver... , Bürgschaft , Behebung einer beträchtlichen... ," 150,000 EUR "," 150,000 EUR ", 30/04/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10335170 , 194748w , Creative Creatures GmbH , Kleine und mittlere Unternehmen , Tirol ," Sonstige freiberufliche, wiss... ", Bürgschaft , Behebung einer beträchtlichen... ," 150,000 EUR "," 150,000 EUR ", 13/07/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10327299 , 222665z , Creative Homefashion Producti... , Kleine und mittlere Unternehmen , Vorarlberg , Großhandel mit Textilien , Bürgschaft , Behebung einer beträchtlichen... ," 300,000 EUR "," 300,000 EUR ", 23/04/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10335348 , 304802p , Cropster GmbH , Kleine und mittlere Unternehmen , Tirol , Programmierungstätigkeiten , Bürgschaft , Behebung einer beträchtlichen... ," 500,000 EUR "," 500,000 EUR ", 20/07/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10326338 , 222844m , Cross Strategies GmbH , Kleine und mittlere Unternehmen , Niederösterreich ," Datenverarbeitung, Hosting un... ", Bürgschaft , Behebung einer beträchtlichen... ," 150,000 EUR "," 150,000 EUR ", 12/05/2020 , Austria Wirtschaftsservice GmbH (AWS) , 09/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10320469 , ATU69653145 , Cruciani Roberto , Kleine und mittlere Unternehmen , Tirol , Erbringung sonstiger Reservie... , Zuschuss , Behebung einer beträchtlichen... , ," 342,456.16 EUR ", 11/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 07/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10336075 , 350474d , CryoSpectra Gmbh , Kleine und mittlere Unternehmen , Wien , Herstellung von kälte- und lu... , Bürgschaft , Behebung einer beträchtlichen... ," 350,000 EUR "," 350,000 EUR ", 06/10/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10335166 , 400365y , Cryoshelter GmbH , Kleine und mittlere Unternehmen , Wien , Handelsvermittlung von Waren ... , Bürgschaft , Behebung einer beträchtlichen... ," 500,000 EUR "," 500,000 EUR ", 13/07/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10317661 , 478323t , Crypto Future GmbH , Kleine und mittlere Unternehmen , Wien , Erbringung von sonstigen Dien... , Bürgschaft , Behebung einer beträchtlichen... ," 210,000 EUR "," 210,000 EUR ", 17/06/2020 , Austria Wirtschaftsservice GmbH (AWS) , 07/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10326791 , 316814d , Crystal Services Feigl GmbH , Kleine und mittlere Unternehmen , Oberösterreich , Reinigung a. n. g. , Bürgschaft , Behebung einer beträchtlichen... ," 120,000 EUR "," 120,000 EUR ", 22/04/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10334956 , 201119p , Crystalp Schmuck GmbH , Kleine und mittlere Unternehmen , Tirol , Herstellung von Fantasieschmu... , Bürgschaft , Behebung einer beträchtlichen... ," 200,000 EUR "," 200,000 EUR ", 13/07/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10326903 , 113928t , Csapak Gesellschaft m.b.H. , Kleine und mittlere Unternehmen , Wien ," Gas-, Wasser-, Heizungs- sowi... ", Bürgschaft , Behebung einer beträchtlichen... ," 300,000 EUR "," 300,000 EUR ", 30/04/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10326197 , R019B2271 , Csmarits Hermann , Kleine und mittlere Unternehmen , Burgenland (AT) , Reparatur und Instandhaltung ... , Bürgschaft , Behebung einer beträchtlichen... ," 200,000 EUR "," 200,000 EUR ", 04/05/2020 , Austria Wirtschaftsservice GmbH (AWS) , 09/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10325515 , 435233z , Cube Dx GmbH , Kleine und mittlere Unternehmen , Niederösterreich , Sonstige Forschung und Entwic... , Bürgschaft , Behebung einer beträchtlichen... ," 150,000 EUR "," 150,000 EUR ", 18/05/2020 , Austria Wirtschaftsservice GmbH (AWS) , 09/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10324898 , 432472p , Cubicure GmbH , Kleine und mittlere Unternehmen , Wien , Drucken a. n. g. , Bürgschaft , Behebung einer beträchtlichen... ," 300,000 EUR "," 300,000 EUR ", 07/05/2020 , Austria Wirtschaftsservice GmbH (AWS) , 09/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10318337 , ATU36935000 , Cuisino Ges.m.b.H. , Kleine und mittlere Unternehmen , Wien ," Restaurants, Gaststätten, Imb... ", Zuschuss , Behebung einer beträchtlichen... , ," 800,000 EUR ", 30/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 07/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10321197 , 276419z , Cup Solutions Mehrweg GmbH , Kleine und mittlere Unternehmen , Wien , Großhandel mit sonstigen Gebr... , Bürgschaft , Behebung einer beträchtlichen... ," 450,000 EUR "," 450,000 EUR ", 31/12/2020 , Austria Wirtschaftsservice GmbH (AWS) , 07/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10325505 , 276419z , Cup Solutions Mehrweg GmbH , Kleine und mittlere Unternehmen , Wien , Großhandel mit sonstigen Gebr... , Bürgschaft , Behebung einer beträchtlichen... ," 500,000 EUR "," 500,000 EUR ", 04/05/2020 , Austria Wirtschaftsservice GmbH (AWS) , 09/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10320940 , 522543x , Cyberhouse GmbH & Co KG , Kleine und mittlere Unternehmen , Oberösterreich , Programmierungstätigkeiten , Bürgschaft , Behebung einer beträchtlichen... ," 250,000 EUR "," 250,000 EUR ", 30/11/2020 , Austria Wirtschaftsservice GmbH (AWS) , 07/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10320546 , ATU13012309 , Czeczelich Roman Hans , Kleine und mittlere Unternehmen , Niederösterreich ," Restaurants, Gaststätten, Imb... ", Zuschuss , Behebung einer beträchtlichen... , ," 429,649.08 EUR ", 02/12/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 07/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10325021 , 115918v , Czeczelits GmbH , Kleine und mittlere Unternehmen , Niederösterreich , Großhandel mit Kraftwagenteil... , Bürgschaft , Behebung einer beträchtlichen... ," 500,000 EUR "," 500,000 EUR ", 28/05/2020 , Austria Wirtschaftsservice GmbH (AWS) , 09/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10321932 , ATU20630100 , Czeczelits GmbH , Kleine und mittlere Unternehmen , Niederösterreich , Handel mit Kraftwagen mit ein... , Zuschuss , Behebung einer beträchtlichen... , ," 279,744.14 EUR ", 11/12/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10316840 , 115918v , Czeczelits GmbH , Kleine und mittlere Unternehmen , Niederösterreich , Handel mit Kraftwagen mit ein... , Bürgschaft , Behebung einer beträchtlichen... ," 500,000 EUR "," 500,000 EUR ", 09/06/2020 , Austria Wirtschaftsservice GmbH (AWS) , 07/05/2021 
Österreich, COVID-19: Austrian scheme for... en , SA.56981 , TM-10319381 , 133423k , D Lercher GmbH , Kleine und mittlere Unternehmen , Steiermark , Beherbergung , Bürgschaft , Behebung einer beträchtlichen... ," 350,000 EUR "," 350,000 EUR ", 08/06/2020 , Österreichische Hotel- und Tourismusbank (ÖHT) , 07/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10322180 , ATU67094100 , D & S Eventgastronomie GmbH , Kleine und mittlere Unternehmen , Tirol ," Restaurants, Gaststätten, Imb... ", Zuschuss , Behebung einer beträchtlichen... , ," 247,194.34 EUR ", 30/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10335010 , 428677h , D.N.Aesthetic Direktwerbung G... , Kleine und mittlere Unternehmen , Niederösterreich , Werbung , Bürgschaft , Behebung einer beträchtlichen... ," 350,000 EUR "," 350,000 EUR ", 13/07/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10335477 , 83889t , D2 Consult Ingenieure GmbH , Kleine und mittlere Unternehmen , Steiermark , Ingenieurbüros , Bürgschaft , Behebung einer beträchtlichen... ," 330,000 EUR "," 330,000 EUR ", 06/08/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10335656 , 83889t , D2 Consult Ingenieure GmbH , Kleine und mittlere Unternehmen , Steiermark , Ingenieurbüros , Bürgschaft , Behebung einer beträchtlichen... ," 170,000 EUR "," 170,000 EUR ", 21/08/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10335428 , 434215b , D5 Productions GmbH , Kleine und mittlere Unternehmen , Wien ," Herstellung von Filmen, Video... ", Bürgschaft , Behebung einer beträchtlichen... ," 200,000 EUR "," 200,000 EUR ", 03/08/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10320785 , ATU16181101 , DANUBE Freizeitanlagen GmbH , Kleine und mittlere Unternehmen , Wien , Erbringung von Dienstleistung... , Zuschuss , Behebung einer beträchtlichen... , ," 334,765.01 EUR ", 11/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 07/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10322022 , ATU68917639 , DAS SCHÄFER BERGHOTEL GMBH , Kleine und mittlere Unternehmen , Vorarlberg ," Hotels, Gasthöfe und Pensionen ", Zuschuss , Behebung einer beträchtlichen... , ," 285,790.73 EUR ", 11/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10322574 , ATU52625100 , DATTL Unterhaltungselektronik... , Kleine und mittlere Unternehmen , Oberösterreich , Großhandel mit Datenverarbeit... , Zuschuss , Behebung einer beträchtlichen... , ," 130,477.53 EUR ", 02/12/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10320689 , ATU72030367 , DAUFOOD AUSTRIA GmbH , Kleine und mittlere Unternehmen , Wien ," Restaurants, Gaststätten, Imb... ", Zuschuss , Behebung einer beträchtlichen... , ," 489,032.46 EUR ", 19/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 07/05/2021 
Österreich, COVID-19; Compensation Scheme... , SA.57291 , TM-10314225 , ATU72030367 , DAUFOOD AUSTRIA GmbH , Kleine und mittlere Unternehmen , Wien ," Restaurants, Gaststätten, Imb... ", Zuschuss , Ausgleich für Schäden aufgrun... , ," 247,113.91 EUR ", 29/09/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 06/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10323034 , ATU73965202 , DAVAL Gastro GmbH , Kleine und mittlere Unternehmen , Wien , Gastronomie , Zuschuss , Behebung einer beträchtlichen... , ," 166,265.78 EUR ", 11/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19: Austrian scheme for... en , SA.56981 , TM-10318852 , 505285t , DAVAL Gastro GmbH , Kleine und mittlere Unternehmen , Wien , Beherbergung , Bürgschaft , Behebung einer beträchtlichen... ," 350,000 EUR "," 350,000 EUR ", 06/05/2020 , Österreichische Hotel- und Tourismusbank (ÖHT) , 07/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10324491 , ATU56513446 , DC Catering GmbH , Kleine und mittlere Unternehmen , Wien , Caterer und Erbringung sonsti... , Zuschuss , Behebung einer beträchtlichen... , ," 151,877.16 EUR ", 11/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19: Austrian scheme for... en , SA.56981 , TM-10319377 , 214461i , DC Catering GmbH , Kleine und mittlere Unternehmen , Wien , Gastronomie , Bürgschaft , Behebung einer beträchtlichen... ," 250,000 EUR "," 250,000 EUR ", 19/06/2020 , Österreichische Hotel- und Tourismusbank (ÖHT) , 07/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10316733 , 114264k , DCCS GmbH , Kleine und mittlere Unternehmen , Steiermark , Erbringung von sonstigen Dien... , Bürgschaft , Behebung einer beträchtlichen... ," 500,000 EUR "," 500,000 EUR ", 18/06/2020 , Austria Wirtschaftsservice GmbH (AWS) , 07/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10314033 , ATU39590000 , DDSG - BLUE DANUBE SCHIFFAHRT... , nur Großunternehmen , Wien , Personenbeförderung in der Bi... , Bürgschaft , Behebung einer beträchtlichen... ," 1,080,000 EUR "," 1,080,000 EUR ", 21/12/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 06/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10326447 , 423059x , DEFON GmbH , Kleine und mittlere Unternehmen , Tirol , Private Wach- und Sicherheits... , Bürgschaft , Behebung einer beträchtlichen... ," 153,000 EUR "," 153,000 EUR ", 04/05/2020 , Austria Wirtschaftsservice GmbH (AWS) , 09/05/2021 
Österreich, COVID-19: Austrian scheme for... en , SA.56981 , TM-10319669 , 80108g , DELIA'S Betriebs Ges m b H , Kleine und mittlere Unternehmen , Wien , Gastronomie , Bürgschaft , Behebung einer beträchtlichen... ," 125,000 EUR "," 125,000 EUR ", 02/06/2020 , Österreichische Hotel- und Tourismusbank (ÖHT) , 07/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10321939 , ATU41685208 , DELPHI Restaurant Gesellschaf... , Kleine und mittlere Unternehmen , Oberösterreich ," Restaurants, Gaststätten, Imb... ", Zuschuss , Behebung einer beträchtlichen... , ," 278,217.84 EUR ", 30/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10335411 , 523418h , DEMAX Planungs- und Entwicklu... , Kleine und mittlere Unternehmen , Wien , Erschließung von Grundstücken... , Bürgschaft , Behebung einer beträchtlichen... ," 130,000 EUR "," 130,000 EUR ", 17/08/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10326340 , 443372v , DEMMER GmbH , Kleine und mittlere Unternehmen , Wien ," Restaurants, Gaststätten, Imb... ", Bürgschaft , Behebung einer beträchtlichen... ," 1,350,000 EUR "," 1,350,000 EUR ", 25/05/2020 , Austria Wirtschaftsservice GmbH (AWS) , 09/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10320099 , ATU70056468 , DEMMER GmbH , Kleine und mittlere Unternehmen , Wien ," Restaurants, Gaststätten, Imb... ", Zuschuss , Behebung einer beträchtlichen... , ," 681,467.93 EUR ", 10/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 07/05/2021 
Österreich, COVID-19; Compensation Scheme... , SA.57291 , TM-10314124 , ATU65115323 , DEPOT Handels GmbH , Kleine und mittlere Unternehmen , Niederösterreich , Großhandel ohne ausgeprägten ... , Zuschuss , Ausgleich für Schäden aufgrun... , ," 425,271.37 EUR ", 02/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 06/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10318338 , ATU65115323 , DEPOT Handels GmbH , Kleine und mittlere Unternehmen , Niederösterreich , Großhandel ohne ausgeprägten ... , Zuschuss , Behebung einer beträchtlichen... , ," 800,000 EUR ", 05/12/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 07/05/2021 
