Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10323467 , ATU69721615 , A & M Gastro GmbH , Kleine und mittlere Unternehmen , Oberösterreich ," Restaurants, Gaststätten, Imb... ", Zuschuss , Behebung einer beträchtlichen... , ," 167,630.92 EUR ", 10/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10322104 , ATU66379000 , A & W KG , Kleine und mittlere Unternehmen , Oberösterreich ," Hotels, Gasthöfe und Pensionen ", Zuschuss , Behebung einer beträchtlichen... , ," 251,813.57 EUR ", 11/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19: Austrian scheme for... en , SA.56981 , TM-10318670 , 504039i , A A Gastro GmbH , Kleine und mittlere Unternehmen , Oberösterreich , Gastronomie , Bürgschaft , Behebung einer beträchtlichen... ," 400,000 EUR "," 400,000 EUR ", 18/06/2020 , Österreichische Hotel- und Tourismusbank (ÖHT) , 07/05/2021 
Österreich, COVID-19: Austrian scheme for... en , SA.56981 , TM-10319900 , 105937s , A R F PROJEKT Baugesellschaf... , Kleine und mittlere Unternehmen , Wien , Beherbergung , Bürgschaft , Behebung einer beträchtlichen... ," 250,000 EUR "," 250,000 EUR ", 14/07/2020 , Österreichische Hotel- und Tourismusbank (ÖHT) , 07/05/2021 
Österreich, COVID-19: Austrian scheme for... en , SA.56981 , TM-10319769 , 426018y , A S Waldviertler Gastronomie... , Kleine und mittlere Unternehmen , Wien , Gastronomie , Bürgschaft , Behebung einer beträchtlichen... ," 235,000 EUR "," 235,000 EUR ", 09/09/2020 , Österreichische Hotel- und Tourismusbank (ÖHT) , 07/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10335355 , 440622z , A Wood GmbH , Kleine und mittlere Unternehmen , Salzburg ," Großhandel mit Holz, Baustoff... ", Bürgschaft , Behebung einer beträchtlichen... ," 300,000 EUR "," 300,000 EUR ", 30/07/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10320796 , ATU71008704 , A&A KG , Kleine und mittlere Unternehmen , Oberösterreich ," Restaurants, Gaststätten, Imb... ", Zuschuss , Behebung einer beträchtlichen... , ," 492,363.6 EUR ", 11/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 07/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10320133 , ATU66215703 , A&F HCo Stores AT GmbH , Kleine und mittlere Unternehmen , Wien , Einzelhandel mit Bekleidung , Zuschuss , Behebung einer beträchtlichen... , ," 764,469.06 EUR ", 15/12/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 07/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10321948 , ATU73236526 , A&G KG , Kleine und mittlere Unternehmen , Burgenland (AT) ," Restaurants, Gaststätten, Imb... ", Zuschuss , Behebung einer beträchtlichen... , ," 233,709.69 EUR ", 10/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10324388 , ATU73965435 , A+A Gastro GmbH , Kleine und mittlere Unternehmen , Oberösterreich ," Restaurants, Gaststätten, Imb... ", Zuschuss , Behebung einer beträchtlichen... , ," 137,172.01 EUR ", 11/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10325397 , 210026m , A-Holz Sägewerk GmbH , Kleine und mittlere Unternehmen , Tirol ," Säge-, Hobel- und Holzimprägn... ", Bürgschaft , Behebung einer beträchtlichen... ," 234,000 EUR "," 234,000 EUR ", 08/05/2020 , Austria Wirtschaftsservice GmbH (AWS) , 09/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10335517 , 491873v , A-NOBIS Sektkellerei Norbert ... , Kleine und mittlere Unternehmen , Burgenland (AT) , Herstellung von Traubenwein , Bürgschaft , Behebung einer beträchtlichen... ," 250,000 EUR "," 250,000 EUR ", 18/08/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19; Compensation Scheme... , SA.57291 , TM-10314544 , ATU48770600 , A-VITA Veranstaltungs GmbH. , Kleine und mittlere Unternehmen , Tirol , Erbringung von Dienstleistung... , Zuschuss , Ausgleich für Schäden aufgrun... , ," 102,627.4 EUR ", 05/09/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 06/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10325383 , 417366z , A-West e.U. , Kleine und mittlere Unternehmen , Wien , Großhandel ohne ausgeprägten ... , Bürgschaft , Behebung einer beträchtlichen... ," 150,000 EUR "," 150,000 EUR ", 18/05/2020 , Austria Wirtschaftsservice GmbH (AWS) , 09/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10326257 , 355842y , A-Z Multiservice GmbH , Kleine und mittlere Unternehmen , Oberösterreich , Allgemeine Gebäudereinigung , Bürgschaft , Behebung einer beträchtlichen... ," 130,000 EUR "," 130,000 EUR ", 05/05/2020 , Austria Wirtschaftsservice GmbH (AWS) , 09/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10323017 , ATU52272106 , A. Eisenbock KG , Kleine und mittlere Unternehmen , Niederösterreich ," Hotels, Gasthöfe und Pensionen ", Zuschuss , Behebung einer beträchtlichen... , ," 146,723.69 EUR ", 11/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10324019 , ATU75441309 , A. HUBER Gastronomie KG , Kleine und mittlere Unternehmen , Tirol ," Restaurants, Gaststätten, Imb... ", Zuschuss , Behebung einer beträchtlichen... , ," 127,612.09 EUR ", 10/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10317078 , 352695w , A. Hausmann GmbH , Kleine und mittlere Unternehmen , Steiermark , Großhandel mit Bekleidung und... , Bürgschaft , Behebung einer beträchtlichen... ," 540,000 EUR "," 540,000 EUR ", 05/06/2020 , Austria Wirtschaftsservice GmbH (AWS) , 07/05/2021 
Österreich, COVID-19: Fourth amendment to... en , SA.61210 , TM-10327212 , 352695w , A. Hausmann GmbH , Kleine und mittlere Unternehmen , Steiermark , Großhandel mit Bekleidung und... , Bürgschaft , Behebung einer beträchtlichen... ," 1,800,000 EUR "," 1,800,000 EUR ", 23/04/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10325602 , 352695w , A. Hausmann GmbH , Kleine und mittlere Unternehmen , Steiermark , Großhandel mit Bekleidung und... , Bürgschaft , Behebung einer beträchtlichen... ," 500,000 EUR "," 500,000 EUR ", 25/05/2020 , Austria Wirtschaftsservice GmbH (AWS) , 09/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10327350 , 6120a , A. Katzer KG , Kleine und mittlere Unternehmen , Wien , Einzelhandel mit Waren versch... , Bürgschaft , Behebung einer beträchtlichen... ," 110,000 EUR "," 110,000 EUR ", 30/04/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10325917 , 414679y , A. Kiss e.U. , Kleine und mittlere Unternehmen , Wien , Einzelhandel mit Uhren und Sc... , Bürgschaft , Behebung einer beträchtlichen... ," 200,000 EUR "," 200,000 EUR ", 29/05/2020 , Austria Wirtschaftsservice GmbH (AWS) , 09/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10322465 , ATU26707702 , A. Klauss Eisen- u. Baumarkt ... , Kleine und mittlere Unternehmen , Kärnten ," Einzelhandel mit Metallwaren,... ", Zuschuss , Behebung einer beträchtlichen... , ," 152,334.31 EUR ", 10/12/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10317768 , 2812k , A. Millik & Neffe , Kleine und mittlere Unternehmen , Wien , Bau von Gebäuden , Bürgschaft , Behebung einer beträchtlichen... ," 220,000 EUR "," 220,000 EUR ", 23/06/2020 , Austria Wirtschaftsservice GmbH (AWS) , 07/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10316887 , 292920s , A. Schmid GmbH , Kleine und mittlere Unternehmen , Tirol , Einzelhandel mit Schuhen und ... , Bürgschaft , Behebung einer beträchtlichen... ," 125,000 EUR "," 125,000 EUR ", 10/06/2020 , Austria Wirtschaftsservice GmbH (AWS) , 07/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10316969 , 292920s , A. Schmid GmbH , Kleine und mittlere Unternehmen , Tirol , Einzelhandel mit Schuhen und ... , Bürgschaft , Behebung einer beträchtlichen... ," 25,000 EUR "," 25,000 EUR ", 10/06/2020 , Austria Wirtschaftsservice GmbH (AWS) , 07/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10322958 , ATU62035103 , A.B. Bittermann Restaurations... , Kleine und mittlere Unternehmen , Niederösterreich ," Restaurants, Gaststätten, Imb... ", Zuschuss , Behebung einer beträchtlichen... , ," 152,732.72 EUR ", 11/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10323095 , ATU65125919 , A.B. Event-Lokal Betriebsges.... , Kleine und mittlere Unternehmen , Steiermark , Ausschank von Getränken , Zuschuss , Behebung einer beträchtlichen... , ," 126,391.27 EUR ", 10/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10335264 , 519826a , A.C.C. Ziviltechniker GmbH , Kleine und mittlere Unternehmen , Wien , Architekturbüros , Bürgschaft , Behebung einer beträchtlichen... ," 500,000 EUR "," 500,000 EUR ", 30/07/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10323787 , ATU51402600 , A.E.A. Gastronomie Betriebs G... , Kleine und mittlere Unternehmen , Wien ," Restaurants, Gaststätten, Imb... ", Zuschuss , Behebung einer beträchtlichen... , ," 184,172.24 EUR ", 18/11/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19 - Austrian liquidity... en , SA.56840 , TM-10323197 , ATU59056746 , A.F.T. Plus Promotion Sales G... , Kleine und mittlere Unternehmen , Wien , Werbeagenturen , Zuschuss , Behebung einer beträchtlichen... , ," 161,189.49 EUR ", 21/12/2020 , COVID-19-Finanzierungsagentur des Bundes GmbH (COFAG) en , 09/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10325104 , 35533f , A.I. Deutsch HandelsgmbH , Kleine und mittlere Unternehmen , Steiermark , Großhandel mit Getränken , Bürgschaft , Behebung einer beträchtlichen... ," 350,000 EUR "," 350,000 EUR ", 19/05/2020 , Austria Wirtschaftsservice GmbH (AWS) , 09/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10335710 , 176676v , A.M.I. Agency for Medical Inn... , Kleine und mittlere Unternehmen , Vorarlberg , Herstellung von medizinischen... , Bürgschaft , Behebung einer beträchtlichen... ," 1,350,000 EUR "," 1,350,000 EUR ", 09/09/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
Österreich, COVID-19: Third amendment of ... en , SA.60599 , TM-10335871 , 176676v , A.M.I. Agency for Medical Inn... , Kleine und mittlere Unternehmen , Vorarlberg , Herstellung von medizinischen... , Bürgschaft , Behebung einer beträchtlichen... ," 500,000 EUR "," 500,000 EUR ", 08/09/2020 , Austria Wirtschaftsservice GmbH (AWS) , 10/05/2021 
